ws_id,payment
13101,pay monthly
13102,never pay
13103,
13104,never pay
13105,never pay
13106,pay per bucket
13107,pay when scheme fails
13108,
13109,pay monthly
13110,never pay
13111,never pay
13112,pay monthly
13113,pay per bucket
13114,pay when scheme fails
13115,never pay
13116,never pay
13117,never pay
13118,
13119,pay monthly
13120,pay monthly
13121,
13122,never pay
13123,pay when scheme fails
13124,
13127,never pay
13128,never pay
13130,
13131,pay per bucket
13132,pay annually
13134,never pay
13135,pay per bucket
13136,pay per bucket
13137,
13138,pay annually
13139,never pay
13140,pay annually
13141,never pay
13142,never pay
13143,
13144,pay per bucket
13145,pay per bucket
13146,never pay
13147,pay per bucket
13148,pay annually
13149,never pay
13150,pay monthly
13151,pay annually
13152,pay per bucket
13154,never pay
13155,never pay
13156,never pay
13158,other
13159,never pay
13160,pay per bucket
13161,never pay
13162,pay monthly
13163,pay when scheme fails
13164,
13165,never pay
13166,never pay
13167,never pay
13168,never pay
13169,never pay
13170,
13171,pay monthly
13172,never pay
13173,
13174,pay per bucket
13175,pay per bucket
13176,never pay
13177,pay monthly
13178,
13179,pay annually
13180,pay per bucket
13181,pay when scheme fails
13182,pay monthly
13183,pay per bucket
13184,pay monthly
13185,
13186,never pay
13187,never pay
13188,never pay
13189,pay when scheme fails
13190,
13191,pay when scheme fails
13192,never pay
13193,never pay
13194,never pay
13195,never pay
13196,pay monthly
13197,never pay
13198,never pay
13199,pay monthly
13200,other
13201,never pay
13202,never pay
13203,never pay
13204,
13206,pay when scheme fails
13207,pay per bucket
13208,
13209,never pay
13210,pay per bucket
13211,never pay
13212,pay monthly
13214,pay per bucket
13215,pay annually
13216,pay monthly
13217,
13218,pay per bucket
13219,never pay
13220,never pay
13221,pay per bucket
13222,never pay
13223,never pay
13224,pay monthly
13225,
13226,never pay
13228,
13229,pay monthly
13230,never pay
13231,never pay
13232,pay monthly
13233,never pay
13234,never pay
13235,never pay
13236,never pay
13237,pay when scheme fails
13239,never pay
13240,pay per bucket
13242,never pay
13243,
13244,pay per bucket
13245,pay per bucket
13246,never pay
13247,pay per bucket
13248,
13249,never pay
13250,pay per bucket
13251,pay per bucket
13252,never pay
13253,never pay
13255,pay monthly
13256,never pay
13257,
13258,pay monthly
13259,pay annually
13260,never pay
13261,pay per bucket
13262,never pay
13263,
13264,pay per bucket
13266,
13267,never pay
13268,never pay
13270,pay per bucket
13271,pay when scheme fails
13272,pay monthly
13273,pay per bucket
13274,
13275,never pay
13276,never pay
13277,pay monthly
13278,
13279,never pay
13280,never pay
13281,never pay
13282,pay per bucket
13283,pay per bucket
13284,pay per bucket
13285,
13286,pay monthly
13287,
13289,pay monthly
13290,never pay
13291,never pay
13292,never pay
13293,
13294,never pay
13295,never pay
13296,never pay
13297,pay monthly
13299,pay per bucket
13300,
13301,never pay
13302,never pay
13303,pay annually
13304,never pay
13305,pay monthly
13306,pay annually
13307,
13308,never pay
13310,pay monthly
13311,
13312,never pay
13313,never pay
13314,
13315,pay per bucket
13316,pay per bucket
13317,
13318,never pay
13319,never pay
13320,never pay
13321,pay per bucket
13323,never pay
13324,never pay
13325,never pay
13326,pay monthly
13329,pay monthly
13330,
13331,pay monthly
13333,pay annually
13334,pay per bucket
13335,
13337,pay per bucket
13338,never pay
13339,never pay
13340,never pay
13341,pay annually
13342,never pay
13343,never pay
13344,
13346,never pay
13347,never pay
13348,never pay
13350,pay per bucket
13351,pay per bucket
13352,
13353,pay annually
13354,pay annually
13356,pay monthly
13357,
13358,pay when scheme fails
13359,pay per bucket
13361,pay per bucket
13363,never pay
13364,never pay
13366,pay per bucket
13367,never pay
13368,never pay
13369,never pay
13370,pay annually
13371,never pay
13372,never pay
13373,pay per bucket
13374,never pay
13375,pay when scheme fails
13377,never pay
13378,never pay
13379,never pay
13380,
13381,
13383,never pay
13384,pay when scheme fails
13385,pay when scheme fails
13386,pay per bucket
13387,
13388,never pay
13389,never pay
13390,never pay
13391,pay annually
13392,never pay
13393,never pay
13394,pay per bucket
13395,pay monthly
13397,never pay
13398,never pay
13399,never pay
13400,pay monthly
13401,
13402,never pay
13403,never pay
13404,
13405,pay per bucket
13406,pay annually
13407,never pay
13408,pay monthly
13410,
13411,pay monthly
13412,never pay
13414,
13415,pay monthly
13416,pay monthly
13417,
13418,pay annually
13419,never pay
13420,pay when scheme fails
13421,pay annually
13422,pay when scheme fails
13424,never pay
13425,never pay
13426,never pay
13427,pay per bucket
13428,pay per bucket
13429,pay monthly
13430,never pay
13431,never pay
13432,never pay
13433,never pay
13434,
13435,never pay
13436,other
13437,never pay
13438,
13439,
13440,never pay
13441,never pay
13442,never pay
13443,never pay
13444,never pay
13445,pay when scheme fails
13446,pay per bucket
13447,pay monthly
13448,pay monthly
13449,never pay
13450,pay monthly
13451,never pay
13452,pay when scheme fails
13456,never pay
13457,never pay
13458,pay when scheme fails
13459,never pay
13460,pay annually
13461,never pay
13462,never pay
13463,pay when scheme fails
13464,never pay
13465,never pay
13466,
13467,
13468,never pay
13469,
13470,never pay
13471,never pay
13472,pay monthly
13473,never pay
13474,never pay
13475,pay monthly
13476,pay monthly
13478,never pay
13479,pay monthly
13480,pay per bucket
13481,pay per bucket
13482,never pay
13483,pay per bucket
13484,never pay
13485,never pay
13486,pay monthly
13487,never pay
13488,pay monthly
13489,never pay
13490,
13491,never pay
13492,pay per bucket
13493,
13495,never pay
13496,never pay
13497,pay annually
13498,pay per bucket
13499,
13500,
13501,pay per bucket
13502,never pay
13503,never pay
13504,
13505,pay monthly
13506,pay per bucket
13507,pay per bucket
13508,
13509,
13510,never pay
13511,pay annually
13512,pay per bucket
13513,never pay
13514,never pay
13515,pay annually
13516,pay monthly
13517,
13518,pay monthly
13519,pay annually
13520,never pay
13521,
13522,never pay
13523,
13524,pay monthly
13525,
13526,
13527,never pay
13528,pay monthly
13529,never pay
13530,never pay
13531,never pay
13532,
13533,never pay
13534,
13535,never pay
13536,
13537,never pay
13538,
13539,never pay
13540,never pay
13541,never pay
13542,pay per bucket
13543,never pay
13544,pay per bucket
13545,
13546,pay when scheme fails
13547,
13548,never pay
13549,never pay
13550,pay monthly
13551,never pay
13552,never pay
13553,pay when scheme fails
13554,pay when scheme fails
13556,never pay
13557,pay per bucket
13558,never pay
13559,
13560,pay per bucket
13561,pay per bucket
13562,never pay
13563,never pay
13564,
13565,never pay
13567,never pay
13568,pay annually
13570,never pay
13571,never pay
13572,
13573,
13574,never pay
13576,pay monthly
13577,never pay
13578,
13579,pay monthly
13580,
13581,pay monthly
13582,pay per bucket
13583,never pay
13584,
13585,
13586,pay monthly
13588,pay when scheme fails
13589,other
13590,never pay
13591,pay monthly
13593,never pay
13594,pay annually
13595,never pay
13596,never pay
13597,pay per bucket
13598,
13599,pay when scheme fails
13600,
13601,
13602,never pay
13603,never pay
13604,never pay
13605,never pay
13606,pay per bucket
13607,pay annually
13608,pay monthly
13609,never pay
13610,never pay
13611,pay monthly
13612,
13613,never pay
13614,never pay
13615,pay annually
13616,pay when scheme fails
13617,
13620,never pay
13621,pay annually
13622,never pay
13623,pay monthly
13624,never pay
13625,pay monthly
13626,pay monthly
13627,
13628,never pay
13629,pay monthly
13630,pay when scheme fails
13631,never pay
13632,
13634,pay per bucket
13635,pay per bucket
13636,pay per bucket
13637,
13638,never pay
13639,pay monthly
13640,never pay
13641,never pay
13642,never pay
13643,pay when scheme fails
13644,
13645,
13646,
13647,never pay
13648,pay monthly
13649,never pay
13650,never pay
13651,
13652,never pay
13653,
13654,
13655,never pay
13656,pay per bucket
13657,never pay
13658,pay when scheme fails
13659,
13660,pay annually
13661,pay monthly
13663,pay when scheme fails
13664,never pay
13665,pay annually
13666,never pay
13667,pay annually
13669,pay monthly
13670,never pay
13671,never pay
13672,never pay
13673,pay annually
13674,never pay
13675,never pay
13676,
13677,never pay
13679,pay monthly
13680,never pay
13681,
13682,pay per bucket
13683,never pay
13684,
13685,pay monthly
13686,never pay
13687,never pay
13689,other
13690,never pay
13691,pay per bucket
13692,
13694,other
13695,pay per bucket
13697,never pay
13698,
13699,
13700,pay monthly
13701,never pay
13702,never pay
13703,pay when scheme fails
13704,pay when scheme fails
13705,never pay
13706,pay monthly
13707,
13708,never pay
13709,never pay
13710,never pay
13711,pay per bucket
13712,never pay
13713,never pay
13714,pay when scheme fails
13715,never pay
13716,pay per bucket
13718,never pay
13719,pay monthly
13720,never pay
13721,never pay
13722,never pay
13723,
13724,never pay
13725,never pay
13726,pay per bucket
13727,pay monthly
13728,never pay
13729,never pay
13730,
13731,never pay
13732,pay per bucket
13733,pay monthly
13734,
13735,never pay
13736,never pay
13737,pay per bucket
13738,pay per bucket
13739,pay when scheme fails
13740,never pay
13741,pay per bucket
13742,never pay
13743,pay monthly
13744,never pay
13745,never pay
13746,
13747,pay per bucket
13748,never pay
13749,
13750,never pay
13751,
13752,never pay
13753,
13754,
13755,pay per bucket
13756,pay monthly
13757,pay when scheme fails
13758,
13759,
13760,
13761,pay monthly
13762,never pay
13763,never pay
13764,
13765,never pay
13766,never pay
13767,never pay
13768,never pay
13769,pay monthly
13770,pay when scheme fails
13771,pay per bucket
13772,other
13773,never pay
13774,never pay
13775,never pay
13776,pay per bucket
13778,never pay
13779,pay per bucket
13780,never pay
13781,never pay
13782,never pay
13783,never pay
13784,pay per bucket
13785,pay monthly
13786,pay per bucket
13787,never pay
13788,never pay
13789,never pay
13790,
13791,pay when scheme fails
13792,pay annually
13794,pay monthly
13795,pay monthly
13796,pay per bucket
13797,pay per bucket
13798,never pay
13799,pay per bucket
13800,never pay
13801,pay monthly
13802,never pay
13803,pay monthly
13804,never pay
13805,never pay
13806,pay per bucket
13807,never pay
13808,never pay
13809,pay annually
13810,pay per bucket
13811,pay when scheme fails
13812,
13813,never pay
13814,pay when scheme fails
13815,pay monthly
13816,pay per bucket
13817,pay when scheme fails
13818,
13819,never pay
13820,pay per bucket
13821,pay monthly
13822,pay annually
13824,pay per bucket
13825,pay monthly
13826,pay monthly
13827,never pay
13828,
13829,never pay
13831,
13832,pay per bucket
13833,never pay
13834,pay per bucket
13835,never pay
13836,pay per bucket
13838,never pay
13839,pay monthly
13840,never pay
13841,pay monthly
13842,
13843,pay monthly
13844,never pay
13845,pay when scheme fails
13846,never pay
13847,pay when scheme fails
13848,never pay
13849,pay per bucket
13850,pay per bucket
13851,never pay
13852,pay monthly
13853,never pay
13854,never pay
13856,never pay
13857,pay monthly
13858,pay monthly
13859,never pay
13860,never pay
13861,other
13862,pay monthly
13863,never pay
13866,pay per bucket
13867,pay per bucket
13868,never pay
13869,pay monthly
13870,
13871,pay per bucket
13872,never pay
13873,never pay
13874,pay annually
13875,pay monthly
13876,never pay
13877,never pay
13878,never pay
13879,other
13880,never pay
13881,pay monthly
13882,never pay
13883,
13884,never pay
13885,never pay
13886,never pay
13887,other
13889,
13890,pay annually
13891,never pay
13893,pay monthly
13894,pay per bucket
13895,pay per bucket
13897,pay per bucket
13898,pay monthly
13899,never pay
13900,pay annually
13901,pay per bucket
13902,never pay
13903,pay per bucket
13904,pay annually
13906,never pay
13907,pay monthly
13908,never pay
13909,
13910,pay annually
13911,never pay
13912,
13914,never pay
13915,never pay
13916,never pay
13917,
13918,pay monthly
13919,pay per bucket
13921,never pay
13922,
13923,pay monthly
13924,never pay
13925,pay per bucket
13926,never pay
13927,pay monthly
13929,pay when scheme fails
13930,
13932,never pay
13933,other
13934,pay monthly
13935,pay annually
13936,never pay
13937,
13938,
13939,never pay
13940,pay per bucket
13941,pay per bucket
13942,pay per bucket
13943,
13944,never pay
13945,pay annually
13946,pay monthly
13947,pay per bucket
13948,never pay
13949,pay monthly
13950,pay monthly
13951,pay monthly
13952,never pay
13953,pay when scheme fails
13955,never pay
13956,pay monthly
13957,never pay
13958,pay monthly
13959,
13960,pay per bucket
13961,pay when scheme fails
13963,never pay
13964,never pay
13965,never pay
13966,never pay
13968,never pay
13969,pay per bucket
13970,pay per bucket
13971,
13972,pay monthly
13973,never pay
13974,never pay
13975,pay per bucket
13977,never pay
13979,never pay
13980,never pay
13981,
13982,pay per bucket
13983,pay monthly
13984,never pay
13985,never pay
13986,never pay
13988,never pay
13989,never pay
13990,pay when scheme fails
13991,pay per bucket
13992,never pay
13993,
13994,never pay
13995,
13996,pay monthly
13997,pay per bucket
13998,pay annually
13999,pay monthly
14000,pay annually
14001,pay per bucket
14002,never pay
14003,never pay
14004,pay when scheme fails
14005,never pay
14006,never pay
14007,pay annually
14008,other
14009,never pay
14010,
14011,never pay
14012,pay monthly
14013,pay annually
14014,
14015,pay monthly
14016,never pay
14017,never pay
14018,
14019,pay per bucket
14020,pay when scheme fails
14021,pay monthly
14022,never pay
14023,
14024,never pay
14025,never pay
14026,never pay
14027,never pay
14028,
14030,never pay
14031,never pay
14032,
14033,never pay
14034,never pay
14035,never pay
14036,
14037,
14038,pay per bucket
14039,
14040,
14041,pay monthly
14042,pay per bucket
14043,never pay
14044,never pay
14045,
14047,never pay
14049,pay annually
14050,pay monthly
14051,never pay
14052,never pay
14053,pay monthly
14054,pay per bucket
14055,never pay
14056,never pay
14058,pay monthly
14060,pay per bucket
14061,pay per bucket
14063,pay monthly
14064,
14065,never pay
14066,pay per bucket
14067,never pay
14068,never pay
14069,pay when scheme fails
14070,never pay
14071,never pay
14072,never pay
14073,never pay
14074,pay per bucket
14076,never pay
14077,pay per bucket
14078,pay monthly
14079,pay per bucket
14080,pay per bucket
14081,pay per bucket
14082,never pay
14083,pay per bucket
14084,pay per bucket
14085,pay when scheme fails
