ws_id,extraction_type_class,quality_group,waterpoint_type_group
14174,motorpump,good,communal standpipe
14176,submersible,good,communal standpipe
14177,gravity,good,communal standpipe
14178,gravity,good,cattle trough
14180,gravity,good,communal standpipe
14181,gravity,good,communal standpipe
14182,gravity,good,communal standpipe
14183,gravity,good,communal standpipe
14184,other,good,other
14185,submersible,good,communal standpipe
14186,handpump,good,hand pump
14187,gravity,good,communal standpipe
14188,gravity,good,communal standpipe
14189,gravity,good,communal standpipe
14190,gravity,good,communal standpipe
14191,other,colored,hand pump
14192,submersible,salty,communal standpipe
14193,gravity,good,communal standpipe
14194,gravity,good,communal standpipe
14195,gravity,good,communal standpipe
14196,other,good,other
14197,handpump,salty,hand pump
14199,other,good,hand pump
14200,gravity,,communal standpipe
14201,gravity,good,improved spring
14202,gravity,good,communal standpipe
14203,handpump,good,hand pump
14204,gravity,good,communal standpipe
14207,handpump,good,hand pump
14208,handpump,salty,hand pump
14209,handpump,good,hand pump
14211,handpump,good,hand pump
14213,submersible,salty,communal standpipe
14214,handpump,good,hand pump
14215,motorpump,,communal standpipe
14216,other,good,other
14218,other,salty,other
14219,gravity,good,communal standpipe
14220,handpump,good,hand pump
14221,gravity,good,communal standpipe
14222,gravity,good,communal standpipe
14223,gravity,good,communal standpipe
14224,submersible,good,communal standpipe
14225,gravity,fluoride,communal standpipe
14227,gravity,good,communal standpipe
14228,handpump,good,hand pump
14229,submersible,good,communal standpipe
14230,handpump,good,hand pump
14231,submersible,good,communal standpipe
14232,gravity,good,communal standpipe
14234,gravity,good,communal standpipe
14235,gravity,,communal standpipe
14236,handpump,good,hand pump
14237,gravity,good,communal standpipe
14238,handpump,salty,hand pump
14239,other,good,other
14240,submersible,salty,communal standpipe
14241,gravity,good,communal standpipe
14242,gravity,good,communal standpipe
14243,handpump,good,hand pump
14244,gravity,good,communal standpipe
14245,gravity,good,communal standpipe
14246,gravity,good,communal standpipe
14248,motorpump,salty,communal standpipe
14249,handpump,good,hand pump
14250,gravity,good,communal standpipe
14251,handpump,salty,hand pump
14252,handpump,salty,hand pump
14253,motorpump,good,communal standpipe
14254,handpump,good,hand pump
14255,handpump,good,hand pump
14257,gravity,good,communal standpipe
14259,handpump,good,hand pump
14261,other,good,other
14262,handpump,good,hand pump
14263,gravity,good,communal standpipe
14264,handpump,milky,hand pump
14265,other,good,hand pump
14266,handpump,good,hand pump
14267,handpump,good,hand pump
14268,gravity,good,communal standpipe
14269,other,good,other
14270,handpump,good,hand pump
14271,gravity,good,communal standpipe
14272,gravity,good,communal standpipe
14273,other,salty,improved spring
14274,submersible,good,communal standpipe
14275,gravity,good,communal standpipe
14276,gravity,colored,communal standpipe
14277,gravity,good,other
14278,gravity,good,communal standpipe
14279,gravity,good,communal standpipe
14280,handpump,good,hand pump
14281,handpump,good,hand pump
14282,gravity,good,communal standpipe
14283,other,good,other
14284,handpump,good,hand pump
14285,motorpump,salty,other
14286,gravity,good,communal standpipe
14287,handpump,salty,hand pump
14288,motorpump,good,communal standpipe
14289,gravity,good,communal standpipe
14290,handpump,good,hand pump
14291,other,good,communal standpipe
14293,gravity,good,communal standpipe
14294,gravity,good,improved spring
14295,gravity,,communal standpipe
14296,gravity,good,communal standpipe
14297,gravity,good,communal standpipe
14298,gravity,good,communal standpipe
14299,wind-powered,salty,communal standpipe
14300,handpump,good,hand pump
14301,other,good,other
14302,gravity,good,communal standpipe
14303,gravity,good,communal standpipe
14304,other,good,communal standpipe
14305,handpump,salty,hand pump
14306,gravity,good,communal standpipe
14307,gravity,good,communal standpipe
14308,submersible,good,communal standpipe
14309,other,good,other
14310,gravity,good,communal standpipe
14311,gravity,good,communal standpipe
14312,motorpump,good,communal standpipe
14313,other,salty,other
14315,gravity,good,communal standpipe
14316,gravity,good,other
14317,other,milky,other
14318,gravity,good,communal standpipe
14319,other,good,communal standpipe
14320,gravity,good,communal standpipe
14321,handpump,good,hand pump
14322,motorpump,good,communal standpipe
14323,gravity,good,communal standpipe
14324,other,salty,other
14325,gravity,good,communal standpipe
14326,submersible,good,communal standpipe
14327,submersible,good,communal standpipe
14328,handpump,good,hand pump
14329,gravity,good,communal standpipe
14330,motorpump,good,communal standpipe
14331,handpump,good,hand pump
14332,submersible,good,communal standpipe
14333,other,,other
14334,gravity,good,communal standpipe
14335,submersible,good,communal standpipe
14336,handpump,salty,hand pump
14337,handpump,salty,hand pump
14338,handpump,good,hand pump
14339,handpump,good,hand pump
14340,gravity,good,communal standpipe
14341,motorpump,salty,communal standpipe
14342,handpump,milky,hand pump
14343,gravity,good,communal standpipe
14344,gravity,good,communal standpipe
14345,handpump,good,hand pump
14346,gravity,good,communal standpipe
14347,gravity,good,communal standpipe
14348,other,good,other
14349,gravity,good,communal standpipe
14350,handpump,good,hand pump
14351,other,good,other
14352,wind-powered,good,communal standpipe
14353,handpump,good,hand pump
14354,handpump,good,hand pump
14355,motorpump,good,communal standpipe
14356,handpump,good,hand pump
14357,gravity,good,communal standpipe
14358,handpump,good,hand pump
14359,handpump,good,hand pump
14360,handpump,good,hand pump
14361,gravity,good,communal standpipe
14362,handpump,good,hand pump
14364,submersible,good,communal standpipe
14365,gravity,good,communal standpipe
14367,gravity,good,communal standpipe
14368,gravity,good,communal standpipe
14369,motorpump,salty,other
14371,motorpump,salty,communal standpipe
14372,gravity,good,communal standpipe
14373,handpump,good,hand pump
14374,other,good,other
14376,gravity,good,communal standpipe
14377,gravity,good,other
14378,gravity,good,communal standpipe
14379,other,salty,other
14381,gravity,good,communal standpipe
14382,gravity,good,communal standpipe
14383,gravity,good,communal standpipe
14384,wind-powered,good,communal standpipe
14385,handpump,good,hand pump
14386,gravity,good,communal standpipe
14388,handpump,good,hand pump
14389,other,,other
14390,submersible,salty,communal standpipe
14391,handpump,good,hand pump
14392,gravity,good,communal standpipe
14393,gravity,good,communal standpipe
14394,rope pump,salty,hand pump
14395,gravity,good,communal standpipe
14396,gravity,good,communal standpipe
14397,gravity,good,communal standpipe
14398,handpump,good,hand pump
14399,submersible,good,communal standpipe
14400,gravity,good,communal standpipe
14401,gravity,good,communal standpipe
14402,motorpump,good,communal standpipe
14403,other,good,other
14404,other,good,other
14405,handpump,good,hand pump
14406,gravity,good,communal standpipe
14407,gravity,good,communal standpipe
14408,gravity,good,communal standpipe
14409,gravity,good,communal standpipe
14410,handpump,salty,hand pump
14411,rope pump,good,communal standpipe
14412,gravity,good,communal standpipe
14413,gravity,good,communal standpipe
14414,submersible,good,communal standpipe
14415,gravity,good,communal standpipe
14417,gravity,good,communal standpipe
14418,motorpump,good,communal standpipe
14419,gravity,good,communal standpipe
14420,other,good,other
14421,handpump,good,hand pump
14422,submersible,salty,communal standpipe
14423,submersible,salty,communal standpipe
14424,handpump,salty,hand pump
14425,handpump,good,hand pump
14426,gravity,good,communal standpipe
14427,gravity,good,other
14428,gravity,good,communal standpipe
14429,handpump,good,hand pump
14430,submersible,good,communal standpipe
14431,motorpump,good,communal standpipe
14432,handpump,fluoride,hand pump
14433,gravity,good,communal standpipe
14434,gravity,good,communal standpipe
14435,gravity,good,communal standpipe
14436,gravity,good,communal standpipe
14437,gravity,good,communal standpipe
14439,gravity,good,communal standpipe
14440,gravity,good,communal standpipe
14441,gravity,good,communal standpipe
14442,motorpump,good,communal standpipe
14443,handpump,good,hand pump
14444,other,,other
14445,gravity,good,other
14446,handpump,milky,hand pump
14447,gravity,fluoride,communal standpipe
14448,wind-powered,good,communal standpipe
14449,submersible,good,communal standpipe
14450,gravity,good,communal standpipe
14452,gravity,good,communal standpipe
14453,gravity,good,communal standpipe
14454,gravity,good,communal standpipe
14455,submersible,good,communal standpipe
14456,motorpump,good,communal standpipe
14457,gravity,good,communal standpipe
14458,handpump,good,hand pump
14459,gravity,good,communal standpipe
14460,handpump,good,hand pump
14461,handpump,good,hand pump
14462,submersible,good,communal standpipe
14463,gravity,good,communal standpipe
14464,gravity,good,communal standpipe
14465,other,good,communal standpipe
14466,other,good,other
14467,gravity,good,communal standpipe
14468,gravity,good,communal standpipe
14470,gravity,good,communal standpipe
14471,wind-powered,good,communal standpipe
14472,motorpump,good,communal standpipe
14473,gravity,good,communal standpipe
14474,gravity,good,communal standpipe
14475,gravity,good,communal standpipe
14476,gravity,good,communal standpipe
14477,gravity,good,communal standpipe
14478,submersible,good,communal standpipe
14479,gravity,good,communal standpipe
14480,handpump,good,hand pump
14481,gravity,good,communal standpipe
14482,gravity,good,communal standpipe
14484,other,good,other
14485,gravity,good,communal standpipe
14487,gravity,good,communal standpipe
14488,gravity,good,communal standpipe
14489,gravity,good,communal standpipe
14490,handpump,good,hand pump
14491,handpump,,hand pump
14492,gravity,good,communal standpipe
14494,motorpump,good,communal standpipe
14495,gravity,good,communal standpipe
14496,handpump,good,hand pump
14497,gravity,good,communal standpipe
14498,other,,other
14499,handpump,good,hand pump
14500,handpump,good,hand pump
14501,gravity,good,communal standpipe
14502,other,good,other
14503,gravity,colored,communal standpipe
14505,gravity,good,improved spring
14506,submersible,good,communal standpipe
14507,gravity,good,communal standpipe
14508,submersible,good,communal standpipe
14509,gravity,good,communal standpipe
14510,handpump,salty,hand pump
14511,gravity,good,communal standpipe
14512,handpump,good,hand pump
14514,handpump,good,hand pump
14515,gravity,good,communal standpipe
14516,handpump,good,hand pump
14517,gravity,good,communal standpipe
14518,handpump,good,hand pump
14519,gravity,good,communal standpipe
14520,gravity,good,communal standpipe
14521,other,good,other
14523,gravity,good,communal standpipe
14524,gravity,good,communal standpipe
14526,handpump,good,hand pump
14528,gravity,good,communal standpipe
14529,gravity,good,communal standpipe
14530,handpump,good,hand pump
14531,handpump,good,hand pump
14532,gravity,good,communal standpipe
14533,handpump,good,hand pump
14534,gravity,good,communal standpipe
14535,motorpump,salty,communal standpipe
14536,handpump,good,hand pump
14537,gravity,good,communal standpipe
14538,gravity,good,communal standpipe
14539,other,,other
14540,handpump,good,hand pump
14541,submersible,good,communal standpipe
14542,motorpump,good,communal standpipe
14543,handpump,fluoride,hand pump
14544,gravity,good,communal standpipe
14545,other,good,other
14546,other,good,other
14547,gravity,good,communal standpipe
14548,gravity,good,communal standpipe
14550,gravity,good,communal standpipe
14551,gravity,good,communal standpipe
14552,gravity,good,communal standpipe
14553,gravity,good,communal standpipe
14554,gravity,good,communal standpipe
14555,handpump,good,hand pump
14557,gravity,good,communal standpipe
14558,submersible,good,communal standpipe
14559,handpump,good,hand pump
14560,gravity,good,communal standpipe
14561,handpump,good,hand pump
14562,motorpump,good,communal standpipe
14563,handpump,good,hand pump
14564,handpump,milky,hand pump
14565,gravity,good,communal standpipe
